id,hospcode,areacode,date_com,b_year,target,result,result10,result11,result12,result01,result02,result03,result04,result05,result06,result07,result08,result09
"92a705c26f22754d7462e9f742436b6f","03833","35011003","202602081112","2569",1151,3851,756,846,1115,949,185,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","11597","10480108","202602080655","2569",13624,21358,7376,6943,7039,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","77759","","202512250952","2569",775,820,390,430,0,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","15049","","202601140722","2569",60457,143226,57810,55995,29487,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","13822","22090204","202602080513","2569",833,1765,405,382,440,480,58,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","77661","","202601131148","2569",3957,4142,138,166,3558,280,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","21352","","202512171540","2569",629,1231,639,592,0,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","15049","","202601060709","2569",60457,143226,57810,55995,29487,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","15049","","202601180621","2569",60457,143226,57810,55995,29487,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","23752","","202512220236","2569",1674,2605,717,930,958,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","15049","","202601230701","2569",60457,143226,57810,55995,29487,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","77669","","202512230536","2569",59,59,59,0,0,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","23367","","202512130306","2569",8515,14749,6741,6124,1884,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","77725","","202512161259","2569",841,1500,658,790,52,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","15049","","202601100735","2569",60457,143226,57810,55995,29487,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","77669","","202601020255","2569",150,152,59,0,93,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","04228","39041107","202602080503","2569",1370,2961,774,779,780,628,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","77717","","202512161026","2569",2718,3199,574,2109,516,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","03280","33010607","202602071907","2569",3191,6761,1216,1439,2277,1740,89,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","21986","","202512060213","2569",331,590,295,227,68,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","15204","","202512060213","2569",707,1010,405,594,11,0,0,0,0,0,0,0,0,0
"92a705c26f22754d7462e9f742436b6f","03289","33012206","202602071907","2569",1264,3356,768,982,1023,583,0,0,0,0,0,0,0,0
