id,hospcode,areacode,date_com,b_year,target,result,result10,result11,result12,result01,result02,result03,result04,result05,result06,result07,result08,result09
"92a705c26f22754d7462e9f742436b6f","07770","67032008","202411160838","2567",2998,11779,434,855,1804,2252,920,788,475,762,1484,1013,488,504
"92a705c26f22754d7462e9f742436b6f","09017","81040402","202411161622","2567",6259,19448,1328,1992,2058,4241,1365,1009,1319,858,1027,2318,1016,917
"92a705c26f22754d7462e9f742436b6f","04873","38040504","202411161019","2567",2997,11348,632,613,593,1153,2070,1611,758,845,1018,773,742,559
"92a705c26f22754d7462e9f742436b6f","00969","11040804","202411161231","2567",7763,19447,1283,2803,2902,2315,1087,1388,1318,1093,1527,1951,953,844
"92a705c26f22754d7462e9f742436b6f","07780","67040606","202411160838","2567",2639,6767,198,360,587,1103,662,308,1472,957,180,494,223,223
"92a705c26f22754d7462e9f742436b6f","09539","90090904","202411152256","2567",10145,33793,4705,4479,5440,3728,1676,1442,2023,1537,2887,2968,1439,1469
"92a705c26f22754d7462e9f742436b6f","01391","15040603","202411160939","2567",2337,8323,427,407,1366,2384,516,589,487,565,474,333,436,339
"92a705c26f22754d7462e9f742436b6f","09016","81040311","202411161622","2567",7169,24392,1807,4227,1878,4570,1451,1112,1564,1079,2186,2073,1323,1122
"92a705c26f22754d7462e9f742436b6f","07703","66100403","202411171139","2567",3909,17678,1400,1082,1538,1585,3330,2280,1864,888,1364,1217,709,422
"92a705c26f22754d7462e9f742436b6f","01628","18030701","202411161330","2567",1803,11071,535,1960,899,904,742,1449,535,559,533,1254,732,969
"92a705c26f22754d7462e9f742436b6f","08234","72050302","202411160310","2567",2383,7569,420,676,480,625,404,391,403,375,351,859,637,1948
"92a705c26f22754d7462e9f742436b6f","01629","18031104","202411161330","2567",2476,6607,357,1760,477,592,427,347,223,337,267,656,549,616
"92a705c26f22754d7462e9f742436b6f","01630","18040101","202411161330","2567",484,2718,245,233,230,236,327,278,205,222,237,16,235,254
"92a705c26f22754d7462e9f742436b6f","06845","58020401","202411160829","2567",921,5220,879,435,668,370,300,336,392,403,438,349,374,276
"92a705c26f22754d7462e9f742436b6f","07722","67010904","202411160838","2567",1449,6098,353,696,463,377,345,1019,348,532,350,607,515,493
"92a705c26f22754d7462e9f742436b6f","07812","67070102","202411160838","2567",3011,10220,654,1649,1541,734,522,961,477,518,1024,556,845,739
"92a705c26f22754d7462e9f742436b6f","09691","92030205","202411152133","2567",1755,6416,445,1126,1456,537,303,363,255,277,378,661,371,245
"92a705c26f22754d7462e9f742436b6f","03996","36060107","202411161317","2567",1959,8545,492,509,1090,1179,1091,685,546,407,974,636,478,458
"92a705c26f22754d7462e9f742436b6f","02064","22040902","202411160729","2567",2091,6667,419,532,1260,871,619,454,285,237,571,526,482,420
"92a705c26f22754d7462e9f742436b6f","04223","39040804","202411161054","2567",2110,8561,570,687,598,944,530,657,863,575,1044,1137,0,959
"92a705c26f22754d7462e9f742436b6f","01968","21031804","202411161956","2567",1248,4094,193,317,278,232,445,227,203,261,374,439,700,425
