id,hospcode,areacode,date_com,b_year,result
"2d85d6ec39840f8051854b028fa13073","10768","14020100","202311152244","2566",27
"2d85d6ec39840f8051854b028fa13073","10774","14080505","202311152244","2566",6
"2d85d6ec39840f8051854b028fa13073","10772","14060111","202311152244","2566",8
"2d85d6ec39840f8051854b028fa13073","10776","14100303","202311152244","2566",509
"2d85d6ec39840f8051854b028fa13073","10775","14090102","202311152244","2566",237
"2d85d6ec39840f8051854b028fa13073","10822","20060901","202311132106","2566",636
"2d85d6ec39840f8051854b028fa13073","11217","60100108","202311161704","2566",5
"2d85d6ec39840f8051854b028fa13073","11031","42030102","202311171034","2566",742
"2d85d6ec39840f8051854b028fa13073","11030","42020106","202311171034","2566",226
"2d85d6ec39840f8051854b028fa13073","03101","32011302","202311161643","2566",20
"2d85d6ec39840f8051854b028fa13073","01783","19110501","202311160757","2566",23
"2d85d6ec39840f8051854b028fa13073","10751","96100100","202311151853","2566",15
"2d85d6ec39840f8051854b028fa13073","11208","58070101","202311160542","2566",77
"2d85d6ec39840f8051854b028fa13073","11207","58060203","202311160542","2566",242
"2d85d6ec39840f8051854b028fa13073","11206","58050109","202311160542","2566",235
"2d85d6ec39840f8051854b028fa13073","10663","21010100","202311170943","2566",290
"2d85d6ec39840f8051854b028fa13073","10913","31190101","202311162001","2566",4
"2d85d6ec39840f8051854b028fa13073","10914","31200107","202311162001","2566",364
"2d85d6ec39840f8051854b028fa13073","11619","31230202","202311162001","2566",4
"2d85d6ec39840f8051854b028fa13073","10899","31060108","202311162001","2566",1114
"2d85d6ec39840f8051854b028fa13073","03150","32050301","202311161643","2566",7
"2d85d6ec39840f8051854b028fa13073","11157","52130104","202311151309","2566",48
"2d85d6ec39840f8051854b028fa13073","03283","33011204","202311160358","2566",68
"2d85d6ec39840f8051854b028fa13073","03318","33040203","202311160358","2566",2
"2d85d6ec39840f8051854b028fa13073","03330","33041206","202311160358","2566",3
"2d85d6ec39840f8051854b028fa13073","03341","33040205","202311160358","2566",8
"2d85d6ec39840f8051854b028fa13073","03783","34250109","202311121923","2566",83
"2d85d6ec39840f8051854b028fa13073","03784","34250203","202311121923","2566",691
"2d85d6ec39840f8051854b028fa13073","03786","34250504","202311121923","2566",61
"2d85d6ec39840f8051854b028fa13073","10957","34200102","202311121923","2566",15
"2d85d6ec39840f8051854b028fa13073","10956","34190100","202311121923","2566",349
"2d85d6ec39840f8051854b028fa13073","11250","64090308","202311170558","2566",24
"2d85d6ec39840f8051854b028fa13073","09783","93011013","202311160913","2566",1
"2d85d6ec39840f8051854b028fa13073","09784","93011103","202311160913","2566",1
"2d85d6ec39840f8051854b028fa13073","03311","33031201","202311160358","2566",1
