id|hospcode|areacode|date_com|b_year|target|result|result1|result2|result3|result4
dbec55e36330055a8cf0b6d05c2c354a|10757|12030103|202311141334|2566|567|75|27|27|11|10
dbec55e36330055a8cf0b6d05c2c354a|10757|12030103|202411161249|2567|599|80|28|20|24|8
dbec55e36330055a8cf0b6d05c2c354a|10757|12030103|202511161220|2568|613|77|21|22|16|18
dbec55e36330055a8cf0b6d05c2c354a|10757|12030103|202603100924|2569|366|41|25|16|0|0
